"wave","happy","health","life","gTrust","finance","nTrust","income","edu","edu_c","country"
2,"Rather happy","Fair","Completely satisfied","Most people can be trusted","Completely dissatisfied",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Fair","Completely satisfied","Need to be very careful","4",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","8","Most people can be trusted","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","8","Need to be very careful",NA,NA,"2",NA,NA,"Argentina"
2,"Not at all happy","Very poor","3","Need to be very careful","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Most people can be trusted","6",NA,"4",NA,NA,"Argentina"
2,"Not very happy","Fair","8","Need to be very careful","Completely dissatisfied",NA,NA,NA,NA,"Argentina"
2,"Very happy","Poor","Completely satisfied","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Argentina"
2,"Not at all happy","Good","5","Need to be very careful","Completely dissatisfied",NA,"2",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Most people can be trusted","7",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","7",NA,"5",NA,NA,"Argentina"
2,"Very happy","Very good","Completely satisfied","Most people can be trusted","8",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Poor","2","Most people can be trusted","3",NA,"2",NA,NA,"Argentina"
2,"Very happy","Good","3","Most people can be trusted","2",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Good","5","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","7","Need to be very careful","6",NA,"3",NA,NA,"Argentina"
2,"Not at all happy","Poor","2","Need to be very careful","3",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Good","8","Need to be very careful","6",NA,"2",NA,NA,"Argentina"
2,"Very happy","Very good","8","Most people can be trusted","8",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","7","Need to be very careful","7",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Very good","8","Most people can be trusted","7",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","7","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","7","Most people can be trusted","6",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Fair","6","Need to be very careful","7",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Fair","8","Need to be very careful","7",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Poor","3","Most people can be trusted","3",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","5",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","5",NA,"10",NA,NA,"Argentina"
2,"Rather happy","Fair","8","Most people can be trusted","7",NA,"9",NA,NA,"Argentina"
2,"Not at all happy","Very poor","5","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Very good","6","Most people can be trusted","Completely satisfied",NA,NA,NA,NA,"Argentina"
2,"Very happy","Fair","8","Need to be very careful","7",NA,"10",NA,NA,"Argentina"
2,"Very happy","Very good","8","Need to be very careful","9",NA,"8",NA,NA,"Argentina"
2,"Rather happy","Good","8","Need to be very careful","Completely satisfied",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","Completely satisfied",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Poor","7","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","5",NA,"2",NA,"2",NA,NA,"Argentina"
2,"Very happy","Very good","7","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","9","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","2",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","4",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","6",NA,"8",NA,"5",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","6",NA,"3",NA,NA,"Argentina"
2,"Very happy","Fair","8","Most people can be trusted","5",NA,"2",NA,NA,"Argentina"
2,"Very happy","Very good","6","Need to be very careful","4",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Very good","5","Need to be very careful","8",NA,"4",NA,NA,"Argentina"
2,"Not very happy","Poor","6","Need to be very careful","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","8","Need to be very careful","6",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","7","Need to be very careful","3",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Very good","8","Need to be very careful","8",NA,"7",NA,NA,"Argentina"
2,"Very happy","Very good","9","Need to be very careful","7",NA,"7",NA,NA,"Argentina"
2,"Very happy","Fair","6","Need to be very careful","4",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Very good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Most people can be trusted","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","9","Need to be very careful","6",NA,"1",NA,NA,"Argentina"
2,"Not at all happy","Poor","3","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","2",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Good","7","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Very good","7","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","9","Need to be very careful","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","5",NA,"4",NA,NA,"Argentina"
2,"Very happy","Poor","8","Most people can be trusted","5",NA,"7",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","8",NA,"6",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Most people can be trusted","5",NA,"2",NA,NA,"Argentina"
2,"Not at all happy","Good","4","Most people can be trusted","Completely dissatisfied",NA,"5",NA,NA,"Argentina"
2,"Not very happy","Poor","5","Need to be very careful","3",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Poor","Completely dissatisfied","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Not at all happy","Fair","Completely dissatisfied","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Argentina"
2,"Very happy","Very good","7","Need to be very careful","7",NA,"6",NA,NA,"Argentina"
2,"Not very happy","Very poor","7","Most people can be trusted","2",NA,"1",NA,NA,"Argentina"
2,"Not very happy","Fair","5","Need to be very careful","Completely dissatisfied",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Very poor","9",NA,"3",NA,"2",NA,NA,"Argentina"
2,"Very happy","Very good","8","Most people can be trusted","3",NA,"1",NA,NA,"Argentina"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Good","9","Need to be very careful","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,NA,"Good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","9","Need to be very careful","8",NA,"6",NA,NA,"Argentina"
2,"Not at all happy","Good",NA,"Need to be very careful","4",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","7","Need to be very careful","9",NA,NA,NA,NA,"Argentina"
2,"Very happy","Fair","4","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","5","Most people can be trusted","7",NA,"3",NA,NA,"Argentina"
2,"Very happy","Fair","4","Need to be very careful","3",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Good","5","Need to be very careful","4",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","8","Most people can be trusted","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","7","Most people can be trusted","4",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Fair","8","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Poor","8","Need to be very careful","8",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Fair","Completely satisfied","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","8","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","9","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Poor","4","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Very good","6","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","7","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Very good","8","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","5","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Very good","9","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","8","Need to be very careful","3",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","6","Need to be very careful","6",NA,"5",NA,NA,"Argentina"
2,"Very happy","Poor","7","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","9","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Poor","5","Need to be very careful","Completely satisfied",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","6",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Good","8","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","5","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Very happy","Fair","6","Most people can be trusted","3",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Good","5","Need to be very careful","4",NA,"2",NA,NA,"Argentina"
2,"Not at all happy","Fair","4","Need to be very careful","3",NA,"2",NA,NA,"Argentina"
2,"Not very happy","Poor","5","Need to be very careful","Completely dissatisfied",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Good","8","Most people can be trusted","6",NA,"3",NA,NA,"Argentina"
2,"Very happy","Fair","8","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","5","Need to be very careful","4",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Good","5","Need to be very careful","Completely dissatisfied",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","8","Most people can be trusted","3",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Very good","8","Need to be very careful","7",NA,"5",NA,NA,"Argentina"
2,"Not very happy","Very good","7","Need to be very careful","4",NA,"5",NA,NA,"Argentina"
2,"Very happy","Very good","7","Need to be very careful","6",NA,"7",NA,NA,"Argentina"
2,"Not very happy","Good","Completely dissatisfied","Most people can be trusted","Completely dissatisfied",NA,"4",NA,NA,"Argentina"
2,"Very happy","Good","8","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","9","Need to be very careful","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","5","Most people can be trusted","6",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Very good","6","Need to be very careful","3",NA,"5",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","3",NA,"1",NA,NA,"Argentina"
2,"Very happy","Good","8","Most people can be trusted","7",NA,"5",NA,NA,"Argentina"
2,"Rather happy","Poor","4","Need to be very careful","2",NA,NA,NA,NA,"Argentina"
2,NA,"Good","8","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","Completely satisfied","Need to be very careful","6",NA,"6",NA,NA,"Argentina"
2,"Not at all happy","Poor","4","Need to be very careful",NA,NA,"2",NA,NA,"Argentina"
2,"Rather happy","Good","9","Need to be very careful",NA,NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","7",NA,NA,NA,"7",NA,NA,"Argentina"
2,"Not very happy","Fair","8","Need to be very careful","8",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","Completely satisfied","Most people can be trusted","8",NA,"4",NA,NA,"Argentina"
2,"Very happy","Good","7","Most people can be trusted","3",NA,"4",NA,NA,"Argentina"
2,"Not at all happy","Poor","5","Need to be very careful","Completely dissatisfied",NA,"3",NA,NA,"Argentina"
2,"Very happy","Good","8","Need to be very careful","9",NA,"3",NA,NA,"Argentina"
2,"Very happy","Very good","8","Most people can be trusted","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","7","Need to be very careful","8",NA,"8",NA,NA,"Argentina"
2,"Rather happy","Good","5","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Not at all happy","Poor","8","Most people can be trusted","7",NA,"4",NA,NA,"Argentina"
2,"Very happy","Good","2","Need to be very careful","2",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","Completely satisfied","Need to be very careful","3",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Good","6","Need to be very careful","7",NA,"5",NA,NA,"Argentina"
2,"Rather happy","Good","6","Need to be very careful","7",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Most people can be trusted","4",NA,NA,NA,NA,"Argentina"
2,"Not very happy","Fair","5","Most people can be trusted","4",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Good","7","Most people can be trusted","7",NA,"6",NA,NA,"Argentina"
2,"Very happy","Fair","5","Need to be very careful","5",NA,"2",NA,NA,"Argentina"
2,"Very happy","Fair","8","Need to be very careful","6",NA,"5",NA,NA,"Argentina"
2,"Not very happy","Good","6","Need to be very careful","3",NA,NA,NA,NA,"Argentina"
2,"Very happy","Very good","Completely satisfied","Need to be very careful","Completely satisfied",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","4",NA,"4",NA,NA,"Argentina"
2,"Very happy","Good","8","Most people can be trusted","5",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","6",NA,"7",NA,NA,"Argentina"
2,"Not very happy","Good","7","Need to be very careful","4",NA,"6",NA,NA,"Argentina"
2,"Not very happy","Good","6","Most people can be trusted",NA,NA,"5",NA,NA,"Argentina"
2,NA,"Very good","6","Most people can be trusted","6",NA,"4",NA,NA,"Argentina"
2,"Not very happy","Fair","8","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","7","Need to be very careful","7",NA,"5",NA,NA,"Argentina"
2,"Not very happy","Fair",NA,"Need to be very careful","6",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","Completely satisfied","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Fair","8","Need to be very careful","8",NA,NA,NA,NA,"Argentina"
2,"Very happy","Good","6","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Not very happy","Good","6","Most people can be trusted","4",NA,"2",NA,NA,"Argentina"
2,"Very happy","Good","5","Need to be very careful","5",NA,"1",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","8",NA,"2",NA,NA,"Argentina"
2,"Very happy","Good","9","Need to be very careful","8",NA,"6",NA,NA,"Argentina"
2,"Rather happy","Very good","9","Need to be very careful","7",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Good","8","Need to be very careful","6",NA,"6",NA,NA,"Argentina"
2,"Rather happy","Good","4","Need to be very careful","2",NA,"4",NA,NA,"Argentina"
2,"Very happy","Fair","9","Most people can be trusted","Completely dissatisfied",NA,"5",NA,NA,"Argentina"
2,"Rather happy","Fair","4","Need to be very careful","5",NA,"9",NA,NA,"Argentina"
2,"Rather happy","Good","8","Need to be very careful","6",NA,"2",NA,NA,"Argentina"
2,"Rather happy","Fair","6","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","7",NA,"3",NA,NA,"Argentina"
2,"Rather happy","Good","9","Need to be very careful","7",NA,"2",NA,NA,"Argentina"
2,"Very happy","Fair","5","Need to be very careful","4",NA,"1",NA,NA,"Argentina"
2,"Very happy","Good","5","Most people can be trusted","8",NA,NA,NA,NA,"Argentina"
2,"Rather happy","Good","8","Need to be very careful","8",NA,"6",NA,NA,"Argentina"
2,"Rather happy","Good","7","Need to be very careful","6",NA,"2",NA,NA,"Argentina"
2,"Very happy","Very good","4","Need to be very careful","8",NA,"8",NA,NA,"Argentina"
2,"Very happy","Very good","Completely satisfied","Most people can be trusted","Completely satisfied",NA,"4",NA,NA,"Argentina"
2,"Rather happy","Fair","5","Need to be very careful","5",NA,"3",NA,NA,"Argentina"
2,"Not at all happy","Poor","5","Need to be very careful","Completely dissatisfied",NA,"2",NA,NA,"Argentina"
2,"Very happy","Good","Completely satisfied","Need to be very careful","8",NA,"3",NA,NA,"Argentina"
2,"Very happy","Very good","9","Most people can be trusted","7",NA,"3",NA,NA,"Argentina"
2,"Not very happy","Good","5","Need to be very careful","Completely dissatisfied",NA,"2",NA,NA,"Argentina"
